,texto,emocion
928,Vamos con todo en Jalisco por la transformación,neutral
929,"Asi es Dr. Carlos Lomelí Bolaños usted tambien nos da la fuerza para seguir trabajando por la 4ta transformacion,
saludos y estamos trabajando #JuntosPorJalisc
o",neutral
930,Juntos lograremos el cambio de Jalisco con el doctor Lomeli gobernador,optimism
931,Vamos con todo Dr Lomelí este 24 El estado de Jalisco se sumará a la Transformación con su liderazgo como Gobernador,neutral
932,"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",neutral
933,Dr Lomeli ayudenos con la verificacion exagerada de este gobierno,neutral
934,Saludos desde Puebla México,neutral
935,"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",neutral
936,"Saludos amigo Dr. Lomelí, siempre para delante 👍",joy
937,Todo el apoyo y es un honor!!!,joy
938,"Vamos a ganar, con todo Carlos.",excitement
939,"Atotonilco el Alto, Jalisco, esta con usted, con su proyecto de transformación,
porque usted es hombre limpio, de convicción y formación de servicio, por eso y mucho más: ¡es un honor, estar con el doctor!",joy
940,Vamos doc cuente con nosotros y mis comerciantes de tianguis de Guadalajara su amigo damian Almaguer,neutral
941,"Doctor Carlos usted es un egemplo de la 4T sigue firme con el proyecto desde que comenzó a caminar junto al presidente Andrés Manuel desde el 2006 sin dejar su firmeza con morena, usted es el único que no se ha ido aunque los traicioneros lo denosten; yo su humilde servidora hablo de su persona en donde quiera que puedo para hacer entender que usted si quiere un verdadero cambio en Jalisco, qué no va a defraudar el proyecto de nuestro Presidente por ello cuente con todo el apoyo del distrito 16 en especial San Martín de las Flores",neutral
942,"Yo con Dr. Carlos Lomelí Bolaños Carlos hasta el final.Bendicion
es para usted y su familia ¡SI PUEDE!",caring
943,"Eso mi Doc! Hay q cumplir como lo ha venido haciendo , bendiciones!",caring
944,"Excelente,Dr Lomeli,Usted es la solución,para nuestro Estado,Usted es el único que *SI PUEDE *",admiration
945,"El Salto y todo Jalisco con el Dr. Lomelí. Cómo usted lo dice, es el único que ha recorrido el estado y sabe que necesitamos una transformación que beneficie a toda la población.",approval
946,"Fan destacado
Jose Gregorio Iturralde Torres",neutral
947,Juntos con el Dr. Carlos Lomeli🙂,neutral
948,"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",caring
949,Muy bien doctor felicidades,admiration
950,Zapopan es territorio morena!,neutral
951,"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",admiration
952,Cuente con nuestro apoyo Doctor Lomelí 👌👍,caring
953,"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",neutral
954,"Jalisco va con la 4T , Jalisco necesita un cambio por nuestras generaciones nuevas, todos por el Dr. Lomelí .Juntos todo se puede.",neutral
955,Todo él apoyo al doctor Lomeli juntos por Jalisco lograremos un Jalisco mejor,optimism
956,Vamos con todo Jalisco.,neutral
957,Con todo Dr Carlos Lomelí Tlajomulco está listo para nos Gobierne.,excitement
958,"VAMOS CON TODO CON EL DR. LOMELI. LAS BASES, EL TRABAJO Y EL TRATO DIGNO AL PUEBLO LO HA DEMOSTRADO. EL APOYO ES PARA USTED. !!",caring
959,"La sencillez y el cariño que Usted le tiene a Jalisco es lo que lo diferencia de todos los demás, Dr.
Saludos desde Tonalá
Somos del equipo del Regidor Alejandro Buenrostro .",neutral
960,Yo no tengo toda la vida apoyando al dr Lomeli pero se que las cosas que ha hecho lo hace de buen corazón y que lucha por su estado jalisciense tiene amor a su pueblo,admiration
961,Excelente,admiration
962,Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,neutral
963,ánimo Dr. lomeli,neutral
964,Estamos con usted doctor lomelí,neutral
965,Junt@s por Jalisco llegará la trasformación con usted Dr. Carlos Lomeli. !!!!!!! Si puede!!!!!! Saludos del Distrito 19,neutral
966,Todos con el Dr. Lomelí,neutral
967,"Mi próximo,Goberna
dor,Dr Lomeli,SI PUEDE,apoyo total",neutral
968,Hola saludos Dr lomeli buenas noches,neutral
969,"Juntos por la 4T con el doctor Carlos Lomeli hasta la Gobernatura!!!!
!",neutral
970,Vamos con el Doc 🙂💪,approval
971,"Todo Jalisco y Tlaquepaque es 4T
Felicidades
Dr. Carlos Lomelí Bolaños estamos al 💯",excitement
972,En Jalisco estamos con Usted Doc! Con Usted gana el pueblo de Jalisco!,neutral
973,Y UNA LIMPIA EN EL CONGRESO DONDE LA MAYORÍA PURA GENTE DE ALFARO PARA ESTARLE CUMPLIENDO SUS RATERIADAS CONTRA JALISCO Y SU VERIFICACIÓN VEHICULAR.,approval
974,💪👍🤗 Dr. Carlos Lomelí Bolaños excelente 👌 saludos cordiales 👍,approval
975,"Ya es tiempo de Jalisco, pues merece una mejor vida...",approval
976,Dr. Carlos Lomelí Bolaños le mande inbox por el problema del agua. Es urgente hacer algo.,neutral
977,"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",caring
978,Las mujeres son el Pilar del hogar juntos por Jalisco con el doctor Lomeli gobernador,neutral
979,Adelante x Jalisco dr.,neutral
980,"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",admiration
981,"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",neutral
982,Toda mi confianza en el doctor Carlos Lomeli es el único para el cambio verdadero.,approval
983,"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",neutral
984,"Digan lo que digan, la 4T llegará a Jalisco con Lomelí y la esperamos con fé.",optimism
985,Morena.tiene que ser de Jalisco con todo dr.carlos lomelí saludos asta el triunfo,excitement
986,"¡Justo necesario e importante por y para nuestra PAZ lo merecemos ya . MUJERES únicas e irrepetible, siempre copiadas nunca igualadas 🤗😊😉😁💕💕Saludos cordiales Dr Carlos Lomeli!!",approval
987,"🙋🏻‍♀️ pilar fundamental de la familia y la sociedad.
Doc.usted representa el cambio verdadero.

Confiamos en usted.
No nos puede fallar.
Cómo AMLO.
💪💪💪🇲🇽🇲🇽🇲🇽❤️❤️❤️",approval
988,Viva la4t,neutral
989,K sería el mundo sin nosotras el doctor lomeli valora mucho a la mujer siempre gracias doctor,gratitude
990,Así será el 2024 Morena SI por Jalisco Dr Lomeli Nuestro Próximo Gobernador,neutral
991,"Fan destacado
Carmelita Casillas",neutral
992,Angelica Bautista,neutral
993,"Excelente doc. El que persevera alcanza. Desde el salto Jalisco, todo el apoyo para usted y cuauhtémoc rentería.",admiration
994,"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",caring
995,Cada día somos más con el doctor Lomeli juntos por Jalisco y el profe julio en Ocotlán Jalisco,neutral
996,"Dejando el sello de la 4T, por todo Jalisco,vamos que el triunfo está cada día más cerca estimado Doc Lomeli.",neutral
997,Enhorabuena Dr. Lomelí.,excitement
998,Nuestro próximo Gobernador !! Jalisco ya eligió al Dr. Lomelí,neutral
999,Con todo doctor lomeli vamos en equipo,neutral
1000,Todo el apoyo desdé Ocotlán Jalisco para nuestro próximo gobernador el Dr.Carlos Lomeli,approval
1001,"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",neutral
1002,"En Teuchitlan y en Tlajomulco confiamos en usted, Dr Carlos Lomelí, sabemos que el proyecto en Jalisco es con usted...!!!",approval
1003,"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",neutral
1004,Todo el Apoyo Dr.Carlos Lomelí,approval
1005,"Así será, vamos con todo el apoyo para el Doctor Carlos Lomeli y que siga la 4T en Jalisco",approval
1006,"Es lo mismo en cada campaña te platican bonito cuando quieren tu voto ....así es dicen que política ..es hacer creer al pueblo las mentiras que les pláticas...haga
algo...tenemos pura agua sucia en la colonia lomas de Polanco...Ynadi
e dice ni hace nada....",admiration
1007,Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,neutral
1008,Vamos doctor mi apoyo siempre para usted con usted empecé y con usted hasta el éxito El doctor SI PUEDE.,caring
1009,Asi es doc. X el bien de jalisco y cihuatlan ocupamos un verdadero canbio x el bien de todos,admiration
1010,"Todo nuestro apoyo, Doctor lomeli. Usted es el mejor.",admiration
1011,Felicidades un excelente equipo de trabajo XK en todo Jalisco vamos x el mejor mi gran amigo Carlos Lomelí simplemente la mejor opción viva Jalisco y nuestro amigo el doctor Carlos Lomelí,admiration
1012,Siempre con usted doctor lomeli saludos y abrazos,love
1013,Doctor usted va a ser nuestro próximo gobernador en el 2024 y desde abajo y con la gente,anger
1014,Vamos por el Cambio Doctor Lomeli Si se Puede,neutral
1015,"Jalisco no aguanta más! No cabe duda que el pueblo de Jalisco encontrará en Usted estimado Doc Dr. Carlos Lomelí Bolaños el liderazgo apto para construir la #Transformaciónd
eJalisco",neutral
1016,Jalisco necesita un hombre como usted!,desire
1017,"Felicidades Dr
Todo Jalisco es 4T",excitement
1018,La mejor opción x Jalisco !,admiration
1019,"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",caring
1020,Vamos a Ganar Jalisco con usted Dr. 👏🏻👏🏻👏🏻👏🏻👏🏻,approval
1021,Juntos lograremos un Jalisco mejor con el doctor Lomeli gobernador,optimism
1022,"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",neutral
1023,Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,neutral
1024,Así es Dr. Carlos Lomelí,neutral
1025,Todos con usted doctor lomelí,neutral
1026,"Dr Lomelí,La perseverancia alcanza 💪",neutral
1027,La perseverancia es el arma más poderosa para lograr un propósito y la 4 T estará con los Jaliscienses.,neutral
1028,Si doctor lo se muy bien y estoy orgullosa de usted espero darle un fuerte abrazo y decirle se cumplió este sueño como tantos otros,pride
1029,Vamos Doctor Lomeli Claro Que Triunfaremos Vamos Adelante Siempre Adelante Jalisco Necesita Un Cambio y Ese Cambio Lo Logrará Usted,approval
1030,Vamos todos con la 4 transformación y con el Dr Carlos Lomelí urge el cambio haaa ojo mucho ojo con Movimiento Ciudadano porque son delo peor y traidores y mas a hora que el Chapulín del Marcelo Hebrard como Presidente para la contienda presidencial del país peor tantito vamos todos con Morena y la democracia viva nuestro presidente viva la democracia viva México,neutral
1031,El salto y todo Jalisco con el Dr,neutral
1032,Viva la4t,neutral
1033,🙂La mejor opción 👌💪💪dr.Carlos Lomelí,approval
1034,OJALÁ Y NO PACTE LA CANDIDATURA DE JALISCO CON MOVIMIENTO CIUDADANO PORQUE ELLOS CREN QUE ROBAR AL PUEBLO ES TRABAJAR. PORQUE ASI LES DIJO SU PATRON ALFARO.,optimism
1035,Así es y así será Morena SI Por Jalisco. Dr Lomeli Nuestro Próximo Gobernador,neutral
1036,MI VOTO PARA USTED DR LOMELÍ.,approval
1037,TODO JALISCO TIENE PUESTA SU CONFIANZA EN USTED DR. LOMELÍ Y LA 4 T.,neutral
1038,Dr. Carlos Lomelí Bolaños el único que puede sacar a MC de Jalisco. 🇱🇻🇺🇦,approval
1039,EL SALTO CON EL DOC.,neutral
1040,Saludos siempre positibos hay le encargo a mi cihuatlan querido estamos olvidados el hospital no funciona no hay doctores seguimos sin hanbulancias es un yamado urjente señores,neutral
1041,Estamos con usted doctor,neutral
1042,"Animo, con toda la actitud saludos doc",joy
1043,"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",caring
1044,Ocotlán está con el doctor Lomeli y el profe julio juntos por Jalisco lograremos un Jalisco mejor,neutral
1045,Saludos Doctor.,admiration
1046,Saludos desde cajititlan dr,neutral
1047,Saludos un abrazo y un bendecido inicio de semana para todos,joy
1048,Excelente inicio de semana bendiciones DC Carlos lomeli bolaños,admiration
1049,Estamos en marcha!,neutral
1050,"Así es, doctor.",approval
1051,Con todo Dr !!,neutral
1052,Saluditos,admiration
1053,Confirmo dr.,neutral
1054,Excelente,admiration
1055,Estamos con usted Dr. Carlos Lomelí Bolaños distrito 19,caring
1056,Estamos con usted éxito Dr.lomeli,neutral
1057,Saludos desde Tonalá de con el Dr Alejandro Buenrostro Regidor,neutral
1058,"Venga Dr Carlos Lomelí, estamos con usted por qué sabemos de su honestidad y trabajo limpio en esta lucha !!!",admiration
1059,Toda la razón Dr. Ánimo🙌🏼,neutral
1060,"Ese seño Warren.. tiene muchas algunas frases que cuando las aplicaste lleva al éxito!!! Ésta es una que me ayudó a salir adelante....""pr
efiero el 1% del esfuerzo de 100 personas al 100% del esfuerzo mío""..si me equivoqué corrijanme....p
ero por ahí va...",realization
1061,"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",neutral
1062,CIERTO. NO HAY LIBERTAD SIN DESOBEDIENCIA. SALUDOS DR. SU AMIGO GABRIEL ALVAREZ..,neutral
1063,Excelente frase para iniciar la semana 💪🏻!,admiration
1064,Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,neutral
1065,"Saludos,disting
uido y apreciado,Dr Lomeli,nuestro próximo Gobernador,apoy
o total para Usted y Morena",admiration
1066,Y. Alo. Que. Le. Falta. A. Usted. Lomeli,amusement
1067,"La honestidad.....
Eso me gustaría que así fueran los gobernantes. Con hechos no con palabras.",pride
1068,"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",caring
1069,Saludos doctor estamos con usted 💪🏻🙌🏻,caring
1070,"Mi apoyo Dr Lomeli, vamos adelante por Jalisco.",caring
1071,Saludos a todos. Y por el bien de Jalisco. Dr. Carlos va,joy
1072,"Sin duda, Lomelí hace punta en las encuestas, será el coordinador de la 4T Morena Jalisco.",neutral
1073,"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",neutral
1074,Todo el apoyo al Dr. Lomeli,caring
1075,Vamos con todo doctor !!!!,neutral
1076,"A empezar semana con todo estimado Doctor, ni un paso atrás en la lucha contra los corruptos naranjas!",neutral
1077,"Todo para adelante Dr. Es ud. Nuestra esperanza par transformar al estado, vamos con todo",optimism
